Generación,Mejor Individuo,Valor de la Función Objetivo
1177,[14.28674425  1.23173404],-6532.306558255315
1178,[14.28674425  1.23173404],-6532.306558255315
1179,[14.31986801  1.18723923],-6577.597502127632
1180,[14.31986801  1.18723923],-6577.597502127632
1181,[14.26024072  1.11560966],-6657.233147889986
1182,[14.26024072  1.11560966],-6657.233147889986
1183,[14.29105075  1.11234907],-6659.0323952909375
1184,[14.35869312  1.05769306],-6713.900603586146
1185,[14.35242805  1.03037404],-6743.706687954353
1186,[14.29916632  0.95917334],-6823.849589264395
1187,[14.24923431  0.93923912],-6848.290549114367
1188,[14.24923431  0.93923912],-6848.290549114367
1189,[14.24923431  0.93923912],-6848.290549114367
1190,[14.31100282  0.85976018],-6931.884621079135
1191,[14.29841993  0.84531524],-6948.471775637826
1192,[14.37038678  0.82132151],-6970.85867590326
1193,[14.41543894  0.80327139],-6988.186874405253
1194,[14.34410847  0.75167804],-7049.4839486450555
1195,[14.31390127  0.723807  ],-7082.205598932267
1196,[14.31867907  0.64704462],-7167.847926506372
1197,[14.31867907  0.64704462],-7167.847926506372
1198,[14.37017491  0.61089847],-7205.6221878689175
1199,[14.41590814  0.58082008],-7236.949790799005
1200,[14.41590814  0.58082008],-7236.949790799005
1201,[14.43968815  0.50538287],-7321.226249101518
1202,[14.43968815  0.50538287],-7321.226249101518
1203,[14.43968815  0.50538287],-7321.226249101518
1204,[14.43968815  0.50538287],-7321.226249101518
1205,[14.43968815  0.50538287],-7321.226249101518
1206,[14.4706069   0.47067514],-7359.026656065571
1207,[14.4706069   0.47067514],-7359.026656065571
1208,[14.4706069   0.47067514],-7359.026656065571
1209,[14.53983969  0.44015087],-7389.790905206288
1210,[14.53983969  0.44015087],-7389.790905206288
1211,[14.53983969  0.44015087],-7389.790905206288
1212,[14.51559157  0.36133669],-7482.107167467549
1213,[14.51559157  0.36133669],-7482.107167467549
1214,[14.51559157  0.36133669],-7482.107167467549
1215,[14.51559157  0.36133669],-7482.107167467549
1216,[14.51559157  0.36133669],-7482.107167467549
1217,[14.46946511  0.2846359 ],-7573.992345381936
1218,[14.46946511  0.2846359 ],-7573.992345381936
1219,[14.48741943  0.22062494],-7647.796988691994
1220,[14.54258167  0.16140172],-7714.140376149299
1221,[14.54258167  0.16140172],-7714.140376149299
1222,[14.54258167  0.16140172],-7714.140376149299
1223,[14.54258167  0.16140172],-7714.140376149299
1224,[14.54258167  0.16140172],-7714.140376149299
1225,[14.54487844  0.09960214],-7787.193032483032
1226,[14.50235744  0.06782417],-7827.618406184349
1227,[14.50235744  0.06782417],-7827.618406184349
1228,[14.42868371  0.        ],-7913.1391658998455
1229,[14.42868371  0.        ],-7913.1391658998455
1230,[14.42868371  0.        ],-7913.1391658998455
1231,[14.42868371  0.        ],-7913.1391658998455
1232,[14.42868371  0.        ],-7913.1391658998455
1233,[14.42868371  0.        ],-7913.1391658998455
1234,[14.42868371  0.        ],-7913.1391658998455
1235,[14.42868371  0.        ],-7913.1391658998455
1236,[14.42868371  0.        ],-7913.1391658998455
1237,[14.42868371  0.        ],-7913.1391658998455
1238,[14.42868371  0.        ],-7913.1391658998455
1239,[14.42868371  0.        ],-7913.1391658998455
1240,[14.42868371  0.        ],-7913.1391658998455
1241,[14.42868371  0.        ],-7913.1391658998455
1242,[14.39752648  0.        ],-7914.959581233757
1243,[14.39752648  0.        ],-7914.959581233757
1244,[14.39752648  0.        ],-7914.959581233757
1245,[14.39752648  0.        ],-7914.959581233757
1246,[14.38253727  0.        ],-7915.82621549487
1247,[14.38169462  0.        ],-7915.874759367531
1248,[14.38169462  0.        ],-7915.874759367531
1249,[14.38169462  0.        ],-7915.874759367531
1250,[14.38169462  0.        ],-7915.874759367531
1251,[14.38169462  0.        ],-7915.874759367531
1252,[14.36280883  0.        ],-7916.957856765955
1253,[14.36280883  0.        ],-7916.957856765955
1254,[14.36280883  0.        ],-7916.957856765955
1255,[14.36280883  0.        ],-7916.957856765955
1256,[14.36280883  0.        ],-7916.957856765955
1257,[14.36280883  0.        ],-7916.957856765955
1258,[14.32993859  0.        ],-7918.82071710162
1259,[14.28644439  0.        ],-7921.242561855497
1260,[14.22186713  0.        ],-7924.748755815262
1261,[14.22186713  0.        ],-7924.748755815262
1262,[14.22186713  0.        ],-7924.748755815262
1263,[14.22186713  0.        ],-7924.748755815262
1264,[14.19504732  0.        ],-7926.173786718283
1265,[14.18544199  0.        ],-7926.679742339
1266,[14.18544199  0.        ],-7926.679742339
1267,[14.18256149  0.        ],-7926.831019799813
1268,[14.18256149  0.        ],-7926.831019799813
1269,[14.18256149  0.        ],-7926.831019799813
1270,[14.18256149  0.        ],-7926.831019799813
1271,[14.11399598  0.        ],-7930.370770658157
1272,[14.11399598  0.        ],-7930.370770658157
1273,[14.11399598  0.        ],-7930.370770658157
1274,[14.07505021  0.        ],-7932.329576825211
1275,[14.00945252  0.        ],-7935.545205934443
1276,[14.00945252  0.        ],-7935.545205934443
1277,[14.00945252  0.        ],-7935.545205934443
1278,[14.00945252  0.        ],-7935.545205934443
1279,[14.00945252  0.        ],-7935.545205934443
1280,[14.00945252  0.        ],-7935.545205934443
1281,[14.00945252  0.        ],-7935.545205934443
1282,[14.00945252  0.        ],-7935.545205934443
1283,[14.00945252  0.        ],-7935.545205934443
1284,[14.00945252  0.        ],-7935.545205934443
1285,[14.00945252  0.        ],-7935.545205934443
1286,[14.00945252  0.        ],-7935.545205934443
1287,[13.99147343  0.        ],-7936.40840337885
1288,[13.99147343  0.        ],-7936.40840337885
1289,[13.99147343  0.        ],-7936.40840337885
1290,[13.99147343  0.        ],-7936.40840337885
1291,[13.99147343  0.        ],-7936.40840337885
1292,[13.99147343  0.        ],-7936.40840337885
1293,[13.99147343  0.        ],-7936.40840337885
1294,[13.94484272  0.        ],-7938.61120924239
1295,[13.93029581  0.        ],-7939.287835849491
1296,[13.93029581  0.        ],-7939.287835849491
1297,[13.93029581  0.        ],-7939.287835849491
1298,[13.93029581  0.        ],-7939.287835849491
1299,[13.90689938  0.        ],-7940.365624118613
1300,[13.84793455  0.        ],-7943.025171013923
1301,[13.84793455  0.        ],-7943.025171013923
1302,[13.84793455  0.        ],-7943.025171013923
1303,[13.84793455  0.        ],-7943.025171013923
1304,[13.84793455  0.        ],-7943.025171013923
1305,[13.84793455  0.        ],-7943.025171013923
1306,[13.84793455  0.        ],-7943.025171013923
1307,[13.81194782  0.        ],-7944.608791198381
1308,[13.81194782  0.        ],-7944.608791198381
1309,[13.81194782  0.        ],-7944.608791198381
1310,[13.81194782  0.        ],-7944.608791198381
1311,[13.81194782  0.        ],-7944.608791198381
1312,[13.81194782  0.        ],-7944.608791198381
1313,[13.79105729  0.        ],-7945.514487434877
1314,[13.79105729  0.        ],-7945.514487434877
1315,[13.79105729  0.        ],-7945.514487434877
1316,[13.79105729  0.        ],-7945.514487434877
1317,[13.79105729  0.        ],-7945.514487434877
1318,[13.79105729  0.        ],-7945.514487434877
1319,[13.79105729  0.        ],-7945.514487434877
1320,[13.79105729  0.        ],-7945.514487434877
1321,[13.79105729  0.        ],-7945.514487434877
1322,[13.79105729  0.        ],-7945.514487434877
1323,[13.79105729  0.        ],-7945.514487434877
1324,[13.79105729  0.        ],-7945.514487434877
1325,[13.73112722  0.        ],-7948.057820281786
1326,[13.73112722  0.        ],-7948.057820281786
1327,[13.6992911  0.       ],-7949.376108815532
1328,[13.6992911  0.       ],-7949.376108815532
1329,[13.6992911  0.       ],-7949.376108815532
1330,[13.6992911  0.       ],-7949.376108815532
1331,[13.62268596  0.        ],-7952.456400077745
1332,[13.55751517  0.        ],-7954.976393275971
1333,[13.55751517  0.        ],-7954.976393275971
1334,[13.55751517  0.        ],-7954.976393275971
1335,[13.51949319  0.        ],-7956.404627902869
1336,[13.51949319  0.        ],-7956.404627902869
1337,[13.48951095  0.        ],-7957.5093184447005
1338,[13.48951095  0.        ],-7957.5093184447005
1339,[13.47915291  0.        ],-7957.886576376869
1340,[13.44311111  0.        ],-7959.181869071616
1341,[13.44311111  0.        ],-7959.181869071616
1342,[13.44311111  0.        ],-7959.181869071616
1343,[13.44311111  0.        ],-7959.181869071616
1344,[13.44311111  0.        ],-7959.181869071616
1345,[13.44311111  0.        ],-7959.181869071616
1346,[13.44311111  0.        ],-7959.181869071616
1347,[13.44311111  0.        ],-7959.181869071616
1348,[13.44311111  0.        ],-7959.181869071616
1349,[13.44311111  0.        ],-7959.181869071616
1350,[13.44311111  0.        ],-7959.181869071616
1351,[13.39131024  0.        ],-7960.996591365351
1352,[13.34579414  0.        ],-7962.546047939841
1353,[13.34578942  0.        ],-7962.546206734059
1354,[13.32554643  0.        ],-7963.221920650201
1355,[13.32554643  0.        ],-7963.221920650201
1356,[13.32554643  0.        ],-7963.221920650201
1357,[13.32554643  0.        ],-7963.221920650201
1358,[13.32554643  0.        ],-7963.221920650201
1359,[13.32554643  0.        ],-7963.221920650201
1360,[13.32554643  0.        ],-7963.221920650201
1361,[13.28142791  0.        ],-7964.6663417432255
1362,[13.28142791  0.        ],-7964.6663417432255
1363,[13.28142791  0.        ],-7964.6663417432255
1364,[13.28142791  0.        ],-7964.6663417432255
1365,[13.2502157  0.       ],-7965.665039562069
1366,[13.24731063  0.        ],-7965.757024029016
1367,[13.24731063  0.        ],-7965.757024029016
1368,[13.24731063  0.        ],-7965.757024029016
1369,[13.24731063  0.        ],-7965.757024029016
1370,[13.18289149  0.        ],-7967.75476850315
1371,[13.18289149  0.        ],-7967.75476850315
1372,[13.18289149  0.        ],-7967.75476850315
1373,[13.18289149  0.        ],-7967.75476850315
1374,[13.18289149  0.        ],-7967.75476850315
1375,[13.15789164  0.        ],-7968.508621560264
1376,[13.15789164  0.        ],-7968.508621560264
1377,[13.15789164  0.        ],-7968.508621560264
1378,[13.15789164  0.        ],-7968.508621560264
1379,[13.09189035  0.        ],-7970.442190004502
1380,[13.09189035  0.        ],-7970.442190004502
1381,[13.09189035  0.        ],-7970.442190004502
1382,[13.04754711  0.        ],-7971.695774119502
1383,[13.04754711  0.        ],-7971.695774119502
1384,[13.04754711  0.        ],-7971.695774119502
1385,[13.  0.],-7973.0
1386,[13.  0.],-7973.0
1387,[13.  0.],-7973.0
1388,[13.  0.],-7973.0
1389,[13.  0.],-7973.0
1390,[13.  0.],-7973.0
1391,[13.  0.],-7973.0
1392,[13.  0.],-7973.0
1393,[13.  0.],-7973.0
1394,[13.  0.],-7973.0
1395,[13.  0.],-7973.0
1396,[13.  0.],-7973.0
1397,[13.  0.],-7973.0
1398,[13.  0.],-7973.0
1399,[13.  0.],-7973.0
1400,[13.  0.],-7973.0
1401,[13.  0.],-7973.0
1402,[13.  0.],-7973.0
1403,[13.  0.],-7973.0
1404,[13.  0.],-7973.0
1405,[13.  0.],-7973.0
1406,[13.  0.],-7973.0
1407,[13.  0.],-7973.0
1408,[13.  0.],-7973.0
1409,[13.  0.],-7973.0
1410,[13.  0.],-7973.0
1411,[13.  0.],-7973.0
1412,[13.  0.],-7973.0
1413,[13.  0.],-7973.0
1414,[13.  0.],-7973.0
1415,[13.  0.],-7973.0
1416,[13.  0.],-7973.0
1417,[13.  0.],-7973.0
1418,[13.  0.],-7973.0
1419,[13.  0.],-7973.0
1420,[13.  0.],-7973.0
1421,[13.  0.],-7973.0
1422,[13.  0.],-7973.0
1423,[13.  0.],-7973.0
1424,[13.  0.],-7973.0
1425,[13.  0.],-7973.0
1426,[13.  0.],-7973.0
1427,[13.  0.],-7973.0
1428,[13.  0.],-7973.0
1429,[13.  0.],-7973.0
1430,[13.  0.],-7973.0
1431,[13.  0.],-7973.0
1432,[13.  0.],-7973.0
1433,[13.  0.],-7973.0
1434,[13.  0.],-7973.0
1435,[13.  0.],-7973.0
1436,[13.  0.],-7973.0
1437,[13.  0.],-7973.0
1438,[13.  0.],-7973.0
1439,[13.  0.],-7973.0
1440,[13.  0.],-7973.0
1441,[13.  0.],-7973.0
1442,[13.  0.],-7973.0
1443,[13.  0.],-7973.0
1444,[13.  0.],-7973.0
1445,[13.  0.],-7973.0
1446,[13.  0.],-7973.0
1447,[13.  0.],-7973.0
1448,[13.  0.],-7973.0
1449,[13.  0.],-7973.0
1450,[13.  0.],-7973.0
1451,[13.  0.],-7973.0
1452,[13.  0.],-7973.0
1453,[13.  0.],-7973.0
1454,[13.  0.],-7973.0
1455,[13.  0.],-7973.0
1456,[13.  0.],-7973.0
1457,[13.  0.],-7973.0
1458,[13.  0.],-7973.0
1459,[13.  0.],-7973.0
1460,[13.  0.],-7973.0
1461,[13.  0.],-7973.0
1462,[13.  0.],-7973.0
1463,[13.  0.],-7973.0
1464,[13.  0.],-7973.0
1465,[13.  0.],-7973.0
1466,[13.  0.],-7973.0
1467,[13.  0.],-7973.0
1468,[13.  0.],-7973.0
1469,[13.  0.],-7973.0
1470,[13.  0.],-7973.0
1471,[13.  0.],-7973.0
1472,[13.  0.],-7973.0
1473,[13.  0.],-7973.0
1474,[13.  0.],-7973.0
1475,[13.  0.],-7973.0
1476,[13.  0.],-7973.0
1477,[13.  0.],-7973.0
1478,[13.  0.],-7973.0
1479,[13.  0.],-7973.0
1480,[13.  0.],-7973.0
1481,[13.  0.],-7973.0
1482,[13.  0.],-7973.0
1483,[13.  0.],-7973.0
1484,[13.  0.],-7973.0
1485,[13.  0.],-7973.0
1486,[13.  0.],-7973.0
1487,[13.  0.],-7973.0
1488,[13.  0.],-7973.0
1489,[13.  0.],-7973.0
1490,[13.  0.],-7973.0
1491,[13.  0.],-7973.0
1492,[13.  0.],-7973.0
1493,[13.  0.],-7973.0
1494,[13.  0.],-7973.0
1495,[13.  0.],-7973.0
1496,[13.  0.],-7973.0
1497,[13.  0.],-7973.0
1498,[13.  0.],-7973.0
1499,[13.  0.],-7973.0
