Generación,Mejor Individuo,Valor de la Función Objetivo
600,[14.2365618  26.69723537],376.43058266244554
601,[14.2365618  26.69723537],376.43058266244554
602,[14.2365618  26.69723537],376.43058266244554
603,[14.2365618  26.69723537],376.43058266244554
604,[14.2365618  26.69723537],376.43058266244554
605,[14.2365618  26.69723537],376.43058266244554
606,[14.2365618  26.69723537],376.43058266244554
607,[14.2365618  26.69723537],376.43058266244554
608,[14.2365618  26.69723537],376.43058266244554
609,[14.2365618  26.69723537],376.43058266244554
610,[14.2365618  26.69723537],376.43058266244554
611,[14.2365618  26.69723537],376.43058266244554
612,[14.2365618  26.69723537],376.43058266244554
613,[14.2365618  26.69723537],376.43058266244554
614,[14.2365618  26.69723537],376.43058266244554
615,[14.2365618  26.69723537],376.43058266244554
616,[14.2365618  26.69723537],376.43058266244554
617,[14.2365618  26.69723537],376.43058266244554
618,[14.2365618  26.69723537],376.43058266244554
619,[14.2365618  26.69723537],376.43058266244554
620,[14.2365618  26.69723537],376.43058266244554
621,[14.2365618  26.69723537],376.43058266244554
622,[14.2365618  26.69723537],376.43058266244554
623,[14.2365618  26.69723537],376.43058266244554
624,[14.2365618  26.69723537],376.43058266244554
625,[14.2365618  26.69723537],376.43058266244554
626,[14.2365618  26.69723537],376.43058266244554
627,[14.2365618  26.69723537],376.43058266244554
628,[14.2365618  26.69723537],376.43058266244554
629,[14.2365618  26.69723537],376.43058266244554
630,[14.2365618  26.69723537],376.43058266244554
631,[14.2365618  26.69723537],376.43058266244554
632,[14.2365618  26.69723537],376.43058266244554
633,[14.2365618  26.69723537],376.43058266244554
634,[14.2365618  26.69723537],376.43058266244554
635,[14.2365618  26.69723537],376.43058266244554
636,[14.2365618  26.69723537],376.43058266244554
637,[14.2365618  26.69723537],376.43058266244554
638,[14.2365618  26.69723537],376.43058266244554
639,[14.2365618  26.69723537],376.43058266244554
640,[14.2365618  26.69723537],376.43058266244554
641,[14.2365618  26.69723537],376.43058266244554
642,[14.2365618  26.69723537],376.43058266244554
643,[14.2365618  26.69723537],376.43058266244554
644,[14.2365618  26.69723537],376.43058266244554
645,[14.2365618  26.69723537],376.43058266244554
646,[14.2365618  26.69723537],376.43058266244554
647,[14.2365618  26.69723537],376.43058266244554
648,[14.2365618  26.69723537],376.43058266244554
649,[14.2365618  26.69723537],376.43058266244554
650,[14.2365618  26.69723537],376.43058266244554
651,[14.2365618  26.69723537],376.43058266244554
652,[14.2365618  26.69723537],376.43058266244554
653,[14.2365618  26.69723537],376.43058266244554
654,[14.2365618  26.69723537],376.43058266244554
655,[14.2365618  26.69723537],376.43058266244554
656,[14.2365618  26.69723537],376.43058266244554
657,[14.2365618  26.69723537],376.43058266244554
658,[14.2365618  26.69723537],376.43058266244554
659,[14.2365618  26.69723537],376.43058266244554
660,[14.2365618  26.69723537],376.43058266244554
661,[14.2365618  26.69723537],376.43058266244554
662,[14.2365618  26.69723537],376.43058266244554
663,[14.2365618  26.69723537],376.43058266244554
664,[14.2365618  26.69723537],376.43058266244554
665,[14.2365618  26.69723537],376.43058266244554
666,[14.2365618  26.69723537],376.43058266244554
667,[14.2365618  26.69723537],376.43058266244554
668,[14.2365618  26.69723537],376.43058266244554
669,[14.2365618  26.69723537],376.43058266244554
670,[14.2365618  26.69723537],376.43058266244554
671,[14.2365618  26.69723537],376.43058266244554
672,[14.2365618  26.69723537],376.43058266244554
673,[14.2365618  26.69723537],376.43058266244554
674,[14.2365618  26.69723537],376.43058266244554
675,[14.2365618  26.69723537],376.43058266244554
676,[14.2365618  26.69723537],376.43058266244554
677,[14.2365618  26.69723537],376.43058266244554
678,[14.2365618  26.69723537],376.43058266244554
679,[14.2365618  26.69723537],376.43058266244554
680,[14.2365618  26.69723537],376.43058266244554
681,[14.2365618  26.69723537],376.43058266244554
682,[14.2365618  26.69723537],376.43058266244554
683,[14.2365618  26.69723537],376.43058266244554
684,[14.2365618  26.69723537],376.43058266244554
685,[14.2365618  26.69723537],376.43058266244554
686,[14.2365618  26.69723537],376.43058266244554
687,[14.2365618  26.69723537],376.43058266244554
688,[14.2365618  26.69723537],376.43058266244554
689,[14.2365618  26.69723537],376.43058266244554
690,[14.2365618  26.69723537],376.43058266244554
691,[14.2365618  26.69723537],376.43058266244554
692,[14.2365618  26.69723537],376.43058266244554
693,[14.2365618  26.69723537],376.43058266244554
694,[14.2365618  26.69723537],376.43058266244554
695,[14.2365618  26.69723537],376.43058266244554
696,[14.2365618  26.69723537],376.43058266244554
697,[14.2365618  26.69723537],376.43058266244554
698,[14.2365618  26.69723537],376.43058266244554
699,[14.2365618  26.69723537],376.43058266244554
700,[14.2365618  26.69723537],376.43058266244554
701,[14.2365618  26.69723537],376.43058266244554
702,[14.2365618  26.69723537],376.43058266244554
703,[14.2365618  26.69723537],376.43058266244554
704,[14.2365618  26.69723537],376.43058266244554
705,[14.2365618  26.69723537],376.43058266244554
706,[14.2365618  26.69723537],376.43058266244554
707,[14.2365618  26.69723537],376.43058266244554
708,[14.2365618  26.69723537],376.43058266244554
709,[14.2365618  26.69723537],376.43058266244554
710,[14.2365618  26.69723537],376.43058266244554
711,[14.2365618  26.69723537],376.43058266244554
712,[14.2365618  26.69723537],376.43058266244554
713,[14.2365618  26.69723537],376.43058266244554
714,[14.2365618  26.69723537],376.43058266244554
715,[14.2365618  26.69723537],376.43058266244554
716,[14.2365618  26.69723537],376.43058266244554
717,[14.2365618  26.69723537],376.43058266244554
718,[14.2365618  26.69723537],376.43058266244554
719,[14.2365618  26.69723537],376.43058266244554
720,[14.2365618  26.69723537],376.43058266244554
721,[14.2365618  26.69723537],376.43058266244554
722,[14.2365618  26.69723537],376.43058266244554
723,[14.2365618  26.69723537],376.43058266244554
724,[14.2365618  26.69723537],376.43058266244554
725,[14.2365618  26.69723537],376.43058266244554
726,[14.2365618  26.69723537],376.43058266244554
727,[14.2365618  26.69723537],376.43058266244554
728,[14.2365618  26.69723537],376.43058266244554
729,[14.2365618  26.69723537],376.43058266244554
730,[14.2365618  26.69723537],376.43058266244554
731,[14.2365618  26.69723537],376.43058266244554
732,[14.2365618  26.69723537],376.43058266244554
733,[14.2365618  26.69723537],376.43058266244554
734,[14.2365618  26.69723537],376.43058266244554
735,[14.2365618  26.69723537],376.43058266244554
736,[14.2365618  26.69723537],376.43058266244554
737,[14.2365618  26.69723537],376.43058266244554
738,[14.2365618  26.69723537],376.43058266244554
739,[14.2365618  26.69723537],376.43058266244554
740,[14.2365618  26.69723537],376.43058266244554
741,[14.2365618  26.69723537],376.43058266244554
742,[14.2365618  26.69723537],376.43058266244554
743,[14.2365618  26.69723537],376.43058266244554
744,[14.2365618  26.69723537],376.43058266244554
745,[14.2365618  26.69723537],376.43058266244554
746,[14.2365618  26.69723537],376.43058266244554
747,[14.2365618  26.69723537],376.43058266244554
748,[14.2365618  26.69723537],376.43058266244554
749,[14.2365618  26.69723537],376.43058266244554
750,[14.2365618  26.69723537],376.43058266244554
751,[14.2365618  26.69723537],376.43058266244554
752,[14.2365618  26.69723537],376.43058266244554
753,[14.2365618  26.69723537],376.43058266244554
754,[14.2365618  26.69723537],376.43058266244554
755,[14.2365618  26.69723537],376.43058266244554
756,[14.2365618  26.69723537],376.43058266244554
757,[14.2365618  26.69723537],376.43058266244554
758,[14.2365618  26.69723537],376.43058266244554
759,[14.2365618  26.69723537],376.43058266244554
760,[14.2365618  26.69723537],376.43058266244554
761,[14.2365618  26.69723537],376.43058266244554
762,[14.2365618  26.69723537],376.43058266244554
763,[14.2365618  26.69723537],376.43058266244554
764,[14.2365618  26.69723537],376.43058266244554
765,[14.2365618  26.69723537],376.43058266244554
766,[14.2365618  26.69723537],376.43058266244554
767,[14.2365618  26.69723537],376.43058266244554
768,[14.2365618  26.69723537],376.43058266244554
769,[14.2365618  26.69723537],376.43058266244554
770,[14.2365618  26.69723537],376.43058266244554
771,[14.2365618  26.69723537],376.43058266244554
772,[14.2365618  26.69723537],376.43058266244554
773,[14.2365618  26.69723537],376.43058266244554
774,[14.2365618  26.69723537],376.43058266244554
775,[14.2365618  26.69723537],376.43058266244554
776,[14.2365618  26.69723537],376.43058266244554
777,[14.2365618  26.69723537],376.43058266244554
778,[14.2365618  26.69723537],376.43058266244554
779,[14.2365618  26.69723537],376.43058266244554
780,[14.2365618  26.69723537],376.43058266244554
781,[14.2365618  26.69723537],376.43058266244554
782,[14.2365618  26.69723537],376.43058266244554
783,[14.2365618  26.69723537],376.43058266244554
784,[14.2365618  26.69723537],376.43058266244554
785,[14.2365618  26.69723537],376.43058266244554
786,[14.2365618  26.69723537],376.43058266244554
787,[14.2365618  26.69723537],376.43058266244554
788,[14.2365618  26.69723537],376.43058266244554
789,[14.2365618  26.69723537],376.43058266244554
790,[14.2365618  26.69723537],376.43058266244554
791,[14.2365618  26.69723537],376.43058266244554
792,[14.2365618  26.69723537],376.43058266244554
793,[14.2365618  26.69723537],376.43058266244554
794,[14.2365618  26.69723537],376.43058266244554
795,[14.2365618  26.69723537],376.43058266244554
796,[14.2365618  26.69723537],376.43058266244554
797,[14.2365618  26.69723537],376.43058266244554
798,[14.2365618  26.69723537],376.43058266244554
799,[14.2365618  26.69723537],376.43058266244554
800,[14.2365618  26.69723537],376.43058266244554
801,[14.2365618  26.69723537],376.43058266244554
802,[14.2365618  26.69723537],376.43058266244554
803,[14.2365618  26.69723537],376.43058266244554
804,[14.2365618  26.69723537],376.43058266244554
805,[14.2365618  26.69723537],376.43058266244554
806,[14.2365618  26.69723537],376.43058266244554
807,[14.2365618  26.69723537],376.43058266244554
808,[14.2365618  26.69723537],376.43058266244554
809,[14.2365618  26.69723537],376.43058266244554
810,[14.2365618  26.69723537],376.43058266244554
811,[14.2365618  26.69723537],376.43058266244554
812,[14.2365618  26.69723537],376.43058266244554
813,[14.2365618  26.69723537],376.43058266244554
814,[14.2365618  26.69723537],376.43058266244554
815,[14.2365618  26.69723537],376.43058266244554
816,[14.2365618  26.69723537],376.43058266244554
817,[14.2365618  26.69723537],376.43058266244554
818,[14.2365618  26.69723537],376.43058266244554
819,[14.2365618  26.69723537],376.43058266244554
820,[14.2365618  26.69723537],376.43058266244554
821,[14.2365618  26.69723537],376.43058266244554
822,[14.2365618  26.69723537],376.43058266244554
823,[14.2365618  26.69723537],376.43058266244554
824,[14.2365618  26.69723537],376.43058266244554
825,[14.2365618  26.69723537],376.43058266244554
826,[14.2365618  26.69723537],376.43058266244554
827,[14.2365618  26.69723537],376.43058266244554
828,[14.2365618  26.69723537],376.43058266244554
829,[14.2365618  26.69723537],376.43058266244554
830,[14.2365618  26.69723537],376.43058266244554
831,[14.2365618  26.69723537],376.43058266244554
832,[14.2365618  26.69723537],376.43058266244554
833,[14.2365618  26.69723537],376.43058266244554
834,[14.2365618  26.69723537],376.43058266244554
835,[14.2365618  26.69723537],376.43058266244554
836,[14.2365618  26.69723537],376.43058266244554
837,[14.2365618  26.69723537],376.43058266244554
838,[14.2365618  26.69723537],376.43058266244554
839,[14.2365618  26.69723537],376.43058266244554
840,[14.2365618  26.69723537],376.43058266244554
841,[14.2365618  26.69723537],376.43058266244554
842,[14.2365618  26.69723537],376.43058266244554
843,[14.2365618  26.69723537],376.43058266244554
844,[14.2365618  26.69723537],376.43058266244554
845,[14.2365618  26.69723537],376.43058266244554
846,[14.2365618  26.69723537],376.43058266244554
847,[14.2365618  26.69723537],376.43058266244554
848,[14.2365618  26.69723537],376.43058266244554
849,[14.2365618  26.69723537],376.43058266244554
850,[14.2365618  26.69723537],376.43058266244554
851,[14.2365618  26.69723537],376.43058266244554
852,[14.2365618  26.69723537],376.43058266244554
853,[14.2365618  26.69723537],376.43058266244554
854,[14.2365618  26.69723537],376.43058266244554
855,[14.2365618  26.69723537],376.43058266244554
856,[14.2365618  26.69723537],376.43058266244554
857,[14.2365618  26.69723537],376.43058266244554
858,[14.2365618  26.69723537],376.43058266244554
859,[14.2365618  26.69723537],376.43058266244554
860,[14.2365618  26.69723537],376.43058266244554
861,[14.2365618  26.69723537],376.43058266244554
862,[14.2365618  26.69723537],376.43058266244554
863,[14.2365618  26.69723537],376.43058266244554
864,[14.2365618  26.69723537],376.43058266244554
865,[14.2365618  26.69723537],376.43058266244554
866,[14.2365618  26.69723537],376.43058266244554
867,[14.2365618  26.69723537],376.43058266244554
868,[14.2365618  26.69723537],376.43058266244554
869,[14.2365618  26.69723537],376.43058266244554
870,[14.2365618  26.69723537],376.43058266244554
871,[14.2365618  26.69723537],376.43058266244554
872,[14.2365618  26.69723537],376.43058266244554
873,[14.2365618  26.69723537],376.43058266244554
874,[14.2365618  26.69723537],376.43058266244554
875,[14.2365618  26.69723537],376.43058266244554
876,[14.2365618  26.69723537],376.43058266244554
877,[14.2365618  26.69723537],376.43058266244554
878,[14.2365618  26.69723537],376.43058266244554
879,[14.2365618  26.69723537],376.43058266244554
880,[14.2365618  26.69723537],376.43058266244554
881,[14.2365618  26.69723537],376.43058266244554
882,[14.2365618  26.69723537],376.43058266244554
883,[14.2365618  26.69723537],376.43058266244554
884,[14.2365618  26.69723537],376.43058266244554
885,[14.2365618  26.69723537],376.43058266244554
886,[14.2365618  26.69723537],376.43058266244554
887,[14.2365618  26.69723537],376.43058266244554
888,[14.2365618  26.69723537],376.43058266244554
889,[14.2365618  26.69723537],376.43058266244554
890,[14.2365618  26.69723537],376.43058266244554
891,[14.2365618  26.69723537],376.43058266244554
892,[14.2365618  26.69723537],376.43058266244554
893,[14.2365618  26.69723537],376.43058266244554
894,[14.2365618  26.69723537],376.43058266244554
895,[14.2365618  26.69723537],376.43058266244554
896,[14.92963117  6.28802015],-2458.3081307409975
897,[14.92963117  6.28802015],-2458.3081307409975
898,[14.92963117  6.28802015],-2458.3081307409975
899,[14.92963117  6.28802015],-2458.3081307409975
900,[14.92963117  6.28802015],-2458.3081307409975
901,[14.92963117  6.28802015],-2458.3081307409975
902,[14.92963117  6.28802015],-2458.3081307409975
903,[14.92963117  6.28802015],-2458.3081307409975
904,[14.92963117  6.28802015],-2458.3081307409975
905,[14.92963117  6.28802015],-2458.3081307409975
906,[14.92963117  6.28802015],-2458.3081307409975
907,[14.92963117  6.28802015],-2458.3081307409975
908,[14.92963117  6.28802015],-2458.3081307409975
909,[14.92963117  6.28802015],-2458.3081307409975
910,[14.92963117  6.28802015],-2458.3081307409975
911,[14.92963117  6.28802015],-2458.3081307409975
912,[14.92963117  6.28802015],-2458.3081307409975
913,[14.92963117  6.28802015],-2458.3081307409975
914,[14.92963117  6.28802015],-2458.3081307409975
915,[14.92963117  6.28802015],-2458.3081307409975
916,[14.92963117  6.28802015],-2458.3081307409975
917,[14.92963117  6.28802015],-2458.3081307409975
918,[14.92963117  6.28802015],-2458.3081307409975
919,[14.92963117  6.28802015],-2458.3081307409975
920,[14.92963117  6.28802015],-2458.3081307409975
921,[14.92963117  6.28802015],-2458.3081307409975
922,[14.92963117  6.28802015],-2458.3081307409975
923,[14.92963117  6.28802015],-2458.3081307409975
924,[14.92963117  6.28802015],-2458.3081307409975
925,[14.92963117  6.28802015],-2458.3081307409975
926,[14.92963117  6.28802015],-2458.3081307409975
927,[14.92963117  6.28802015],-2458.3081307409975
928,[14.92963117  6.28802015],-2458.3081307409975
929,[14.92963117  6.28802015],-2458.3081307409975
930,[14.92963117  6.28802015],-2458.3081307409975
931,[14.92963117  6.28802015],-2458.3081307409975
932,[14.92963117  6.28802015],-2458.3081307409975
933,[14.92963117  6.28802015],-2458.3081307409975
934,[14.92963117  6.28802015],-2458.3081307409975
935,[14.92963117  6.28802015],-2458.3081307409975
936,[14.92963117  6.28802015],-2458.3081307409975
937,[14.92963117  6.28802015],-2458.3081307409975
938,[14.92963117  6.28802015],-2458.3081307409975
939,[14.92963117  6.28802015],-2458.3081307409975
940,[14.92963117  6.28802015],-2458.3081307409975
941,[14.92963117  6.28802015],-2458.3081307409975
942,[14.92963117  6.28802015],-2458.3081307409975
943,[14.92963117  6.28802015],-2458.3081307409975
944,[14.92963117  6.28802015],-2458.3081307409975
945,[14.92963117  6.28802015],-2458.3081307409975
946,[14.92963117  6.28802015],-2458.3081307409975
947,[14.92963117  6.28802015],-2458.3081307409975
948,[14.92963117  6.28802015],-2458.3081307409975
949,[14.92963117  6.28802015],-2458.3081307409975
950,[14.92963117  6.28802015],-2458.3081307409975
951,[14.92963117  6.28802015],-2458.3081307409975
952,[14.92963117  6.28802015],-2458.3081307409975
953,[14.92963117  6.28802015],-2458.3081307409975
954,[14.92963117  6.28802015],-2458.3081307409975
955,[14.92963117  6.28802015],-2458.3081307409975
956,[14.92963117  6.28802015],-2458.3081307409975
957,[14.92963117  6.28802015],-2458.3081307409975
958,[14.92963117  6.28802015],-2458.3081307409975
959,[14.92963117  6.28802015],-2458.3081307409975
960,[14.92963117  6.28802015],-2458.3081307409975
961,[14.92963117  6.28802015],-2458.3081307409975
962,[14.92963117  6.28802015],-2458.3081307409975
963,[14.92963117  6.28802015],-2458.3081307409975
964,[14.92963117  6.28802015],-2458.3081307409975
965,[14.92963117  6.28802015],-2458.3081307409975
966,[14.92963117  6.28802015],-2458.3081307409975
967,[14.92963117  6.28802015],-2458.3081307409975
968,[14.92963117  6.28802015],-2458.3081307409975
969,[14.92963117  6.28802015],-2458.3081307409975
970,[14.92963117  6.28802015],-2458.3081307409975
971,[14.92963117  6.28802015],-2458.3081307409975
972,[14.92963117  6.28802015],-2458.3081307409975
973,[14.92963117  6.28802015],-2458.3081307409975
974,[14.92963117  6.28802015],-2458.3081307409975
975,[14.92963117  6.28802015],-2458.3081307409975
976,[14.92963117  6.28802015],-2458.3081307409975
977,[14.92963117  6.28802015],-2458.3081307409975
978,[14.92963117  6.28802015],-2458.3081307409975
979,[14.92963117  6.28802015],-2458.3081307409975
980,[14.92963117  6.28802015],-2458.3081307409975
981,[14.92963117  6.28802015],-2458.3081307409975
982,[14.92963117  6.28802015],-2458.3081307409975
983,[14.92963117  6.28802015],-2458.3081307409975
984,[14.92963117  6.28802015],-2458.3081307409975
985,[14.92963117  6.28802015],-2458.3081307409975
986,[14.92963117  6.28802015],-2458.3081307409975
987,[14.92963117  6.28802015],-2458.3081307409975
988,[14.92963117  6.28802015],-2458.3081307409975
989,[14.92963117  6.28802015],-2458.3081307409975
990,[14.92963117  6.28802015],-2458.3081307409975
991,[14.92963117  6.28802015],-2458.3081307409975
992,[14.92963117  6.28802015],-2458.3081307409975
993,[14.92963117  6.28802015],-2458.3081307409975
994,[14.92963117  6.28802015],-2458.3081307409975
995,[14.92963117  6.28802015],-2458.3081307409975
996,[14.92963117  6.28802015],-2458.3081307409975
997,[14.92963117  6.28802015],-2458.3081307409975
998,[14.92963117  6.28802015],-2458.3081307409975
999,[14.92963117  6.28802015],-2458.3081307409975
1000,[14.92963117  6.28802015],-2458.3081307409975
1001,[14.92963117  6.28802015],-2458.3081307409975
1002,[14.92963117  6.28802015],-2458.3081307409975
1003,[14.92963117  6.28802015],-2458.3081307409975
1004,[14.92963117  6.28802015],-2458.3081307409975
1005,[14.92963117  6.28802015],-2458.3081307409975
1006,[14.92963117  6.28802015],-2458.3081307409975
1007,[14.92963117  6.28802015],-2458.3081307409975
1008,[14.92963117  6.28802015],-2458.3081307409975
1009,[14.92963117  6.28802015],-2458.3081307409975
1010,[14.92963117  6.28802015],-2458.3081307409975
1011,[14.92963117  6.28802015],-2458.3081307409975
1012,[14.92963117  6.28802015],-2458.3081307409975
1013,[14.92963117  6.28802015],-2458.3081307409975
1014,[14.92963117  6.28802015],-2458.3081307409975
1015,[14.92963117  6.28802015],-2458.3081307409975
1016,[14.92963117  6.28802015],-2458.3081307409975
1017,[14.92963117  6.28802015],-2458.3081307409975
1018,[14.92963117  6.28802015],-2458.3081307409975
1019,[14.92963117  6.28802015],-2458.3081307409975
1020,[14.92963117  6.28802015],-2458.3081307409975
1021,[14.92963117  6.28802015],-2458.3081307409975
1022,[14.92963117  6.28802015],-2458.3081307409975
1023,[14.92963117  6.28802015],-2458.3081307409975
1024,[14.92963117  6.28802015],-2458.3081307409975
1025,[14.92963117  6.28802015],-2458.3081307409975
1026,[14.92963117  6.28802015],-2458.3081307409975
1027,[14.92963117  6.28802015],-2458.3081307409975
1028,[14.92963117  6.28802015],-2458.3081307409975
1029,[14.92963117  6.28802015],-2458.3081307409975
1030,[14.92963117  6.28802015],-2458.3081307409975
1031,[14.92963117  6.28802015],-2458.3081307409975
1032,[14.92963117  6.28802015],-2458.3081307409975
1033,[14.92963117  6.28802015],-2458.3081307409975
1034,[14.92963117  6.28802015],-2458.3081307409975
1035,[14.92963117  6.28802015],-2458.3081307409975
1036,[14.92963117  6.28802015],-2458.3081307409975
1037,[14.92963117  6.28802015],-2458.3081307409975
1038,[14.92963117  6.28802015],-2458.3081307409975
1039,[14.92963117  6.28802015],-2458.3081307409975
1040,[14.92963117  6.28802015],-2458.3081307409975
1041,[14.92963117  6.28802015],-2458.3081307409975
1042,[14.92963117  6.28802015],-2458.3081307409975
1043,[14.92963117  6.28802015],-2458.3081307409975
1044,[14.92963117  6.28802015],-2458.3081307409975
1045,[14.92963117  6.28802015],-2458.3081307409975
1046,[14.92963117  6.28802015],-2458.3081307409975
1047,[14.92963117  6.28802015],-2458.3081307409975
1048,[14.92963117  6.28802015],-2458.3081307409975
1049,[14.92963117  6.28802015],-2458.3081307409975
1050,[14.92963117  6.28802015],-2458.3081307409975
1051,[14.92963117  6.28802015],-2458.3081307409975
1052,[14.92963117  6.28802015],-2458.3081307409975
1053,[14.92963117  6.28802015],-2458.3081307409975
1054,[14.92963117  6.28802015],-2458.3081307409975
1055,[14.92963117  6.28802015],-2458.3081307409975
1056,[14.92963117  6.28802015],-2458.3081307409975
1057,[14.88995285  6.21579831],-2502.1296490806258
1058,[14.95815727  6.16397474],-2526.8197427256264
1059,[14.99886489  6.15790353],-2527.2811096538016
1060,[14.93684336  6.13067523],-2547.555095156148
1061,[14.91304539  6.1304096 ],-2549.440051257613
1062,[14.85557074  6.11922008],-2560.016174434215
1063,[14.85557074  6.11922008],-2560.016174434215
1064,[14.85557074  6.11922008],-2560.016174434215
1065,[14.85557074  6.11922008],-2560.016174434215
1066,[14.87755096  6.04453134],-2601.8593810862603
1067,[14.87755096  6.04453134],-2601.8593810862603
1068,[14.87755096  6.04453134],-2601.8593810862603
1069,[14.87755096  6.04453134],-2601.8593810862603
1070,[14.82747019  5.96744143],-2650.687368748186
1071,[14.76485515  5.94897811],-2665.929807800819
1072,[14.69697031  5.88289594],-2709.8124007407587
1073,[14.69697031  5.88289594],-2709.8124007407587
1074,[14.69062271  5.80634794],-2756.246914239658
1075,[14.61547739  5.75634353],-2791.4561334320097
1076,[14.5807949   5.70295661],-2826.2716433307305
1077,[14.5807949   5.70295661],-2826.2716433307305
1078,[14.5807949   5.70295661],-2826.2716433307305
1079,[14.5807949   5.70295661],-2826.2716433307305
1080,[14.5807949   5.70295661],-2826.2716433307305
1081,[14.58548438  5.62642917],-2873.155646125772
1082,[14.60568832  5.62274529],-2874.159409387584
1083,[14.60568832  5.62274529],-2874.159409387584
1084,[14.60568832  5.62274529],-2874.159409387584
1085,[14.57195755  5.56299673],-2913.4954979931954
1086,[14.59335049  5.50170857],-2950.632948127751
1087,[14.54255523  5.44833955],-2987.59130558566
1088,[14.54255523  5.44833955],-2987.59130558566
1089,[14.48860185  5.45115361],-2989.1044516596153
1090,[14.48819787  5.38315112],-3032.513061341073
1091,[14.48819787  5.38315112],-3032.513061341073
1092,[14.48819787  5.38315112],-3032.513061341073
1093,[14.48819787  5.38315112],-3032.513061341073
1094,[14.50871126  5.3759337 ],-3035.8960654458047
1095,[14.49250592  5.32185712],-3071.7042476710017
1096,[14.49250592  5.32185712],-3071.7042476710017
1097,[14.49250592  5.32185712],-3071.7042476710017
1098,[14.49250592  5.32185712],-3071.7042476710017
1099,[14.49250592  5.32185712],-3071.7042476710017
1100,[14.49250592  5.32185712],-3071.7042476710017
1101,[14.51293279  5.295594  ],-3087.46720397916
1102,[14.46966654  5.26471895],-3110.154945231659
1103,[14.52394628  5.21210513],-3141.256488099738
1104,[14.52394628  5.21210513],-3141.256488099738
1105,[15.02768872  5.04441183],-3218.022511489585
1106,[15.02768872  5.04441183],-3218.022511489585
1107,[15.02768872  5.04441183],-3218.022511489585
1108,[15.01255246  5.00768559],-3243.871085612492
1109,[15.01255246  5.00768559],-3243.871085612492
1110,[14.94580751  4.92996141],-3301.517681033819
1111,[15.01930074  4.91272802],-3307.7988416761013
1112,[14.97357977  4.85887187],-3348.131636376272
1113,[15.08975556  4.72341868],-3433.3026944523003
1114,[15.05595711  4.68121814],-3465.5392076288585
1115,[14.97357977  4.1182167 ],-3882.8497962976703
1116,[14.97357977  4.1182167 ],-3882.8497962976703
1117,[14.90095344  4.05716919],-3934.533068408069
1118,[14.90095344  4.05716919],-3934.533068408069
1119,[14.94662721  3.37431968],-4474.518647218538
1120,[14.94662721  3.37431968],-4474.518647218538
1121,[14.99661683  3.31364129],-4521.312629011088
1122,[15.03037206  3.25162321],-4570.764001682488
1123,[15.03037206  3.25162321],-4570.764001682488
1124,[15.03037206  3.25162321],-4570.764001682488
1125,[15.03037206  3.25162321],-4570.764001682488
1126,[15.03037206  3.25162321],-4570.764001682488
1127,[15.03037206  3.25162321],-4570.764001682488
1128,[15.06583793  3.21189209],-4601.566703540665
1129,[15.06583793  3.21189209],-4601.566703540665
1130,[15.02742902  3.18804508],-4624.693193164036
1131,[15.02742902  3.18804508],-4624.693193164036
1132,[15.02742902  3.18804508],-4624.693193164036
1133,[15.02742902  3.18804508],-4624.693193164036
1134,[15.02742902  3.18804508],-4624.693193164036
1135,[15.02742902  3.18804508],-4624.693193164036
1136,[15.02742902  3.18804508],-4624.693193164036
1137,[15.02742902  3.18804508],-4624.693193164036
1138,[14.86656538  2.98450802],-4811.186691608216
1139,[14.87863463  2.95256827],-4838.1213998751555
1140,[14.87863463  2.95256827],-4838.1213998751555
1141,[14.87863463  2.95256827],-4838.1213998751555
1142,[14.83254327  2.87698389],-4907.571930397961
1143,[14.91095303  2.79770525],-4972.045195153039
1144,[14.91095303  2.79770525],-4972.045195153039
1145,[14.86692015  2.79697878],-4975.847552362086
1146,[14.86692015  2.79697878],-4975.847552362086
1147,[14.753598    2.76888877],-5008.694217437647
1148,[14.81380217  2.75194476],-5019.66851018538
1149,[14.82151604  2.7164229 ],-5050.899496282353
1150,[14.7550864  2.7156112],-5056.196282781138
1151,[14.77695617  2.68528887],-5081.930071100547
1152,[14.78172641  2.6278878 ],-5133.400909713376
1153,[14.78172641  2.6278878 ],-5133.400909713376
1154,[14.76407716  2.61297513],-5148.120185406803
1155,[14.67080473  2.43774379],-5314.876396551767
1156,[14.67080473  2.43774379],-5314.876396551767
1157,[14.6779859   2.37903886],-5368.907031805843
1158,[14.61300082  2.38202275],-5370.335345078227
1159,[14.61584718  2.13317204],-5605.166643584431
1160,[14.61584718  2.13317204],-5605.166643584431
1161,[14.54867357  2.05987459],-5679.881258462832
1162,[14.53549284  1.99338697],-5745.131989099587
1163,[14.53549284  1.99338697],-5745.131989099587
1164,[14.53549284  1.99338697],-5745.131989099587
1165,[14.60740329  1.91374555],-5818.434996972322
1166,[14.37515604  1.4448276 ],-6304.693175856741
1167,[14.37515604  1.4448276 ],-6304.693175856741
1168,[14.37515604  1.4448276 ],-6304.693175856741
1169,[14.37515604  1.4448276 ],-6304.693175856741
1170,[14.37515604  1.4448276 ],-6304.693175856741
1171,[14.37515604  1.4448276 ],-6304.693175856741
1172,[14.37201341  1.40574805],-6345.323196997752
1173,[14.30905563  1.3229866 ],-6435.107704321103
1174,[14.2607691   1.26106873],-6502.779053417163
1175,[14.2607691   1.26106873],-6502.779053417163
1176,[14.28674425  1.23173404],-6532.306558255315
